ano,mes,periodo,uf,estado,regiao,latitude,longitude,focos_queimada,area_desmatada_km2,precipitacao_mm,temperatura_media_c,indice_vegetacao_ndvi,risco_ambiental_score,nivel_risco,fonte_referencia
2025,7,2025-07,AC,Acre,Norte,-8.725837733718311,-70.6278662138724,1008,149.91,130.7,25.9,0.717,49.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,AL,Alagoas,Nordeste,-9.76254034902779,-36.8314588982008,582,50.75,40.6,30.3,0.383,40.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,AP,Amapá,Norte,1.382972634171934,-51.62095471947956,1182,172.58,65.0,27.5,0.646,58.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,AM,Amazonas,Norte,-3.314530585448265,-64.71453696479247,1228,148.54,154.5,28.2,0.755,55.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,BA,Bahia,Nordeste,-12.648837007202038,-38.309189452648454,452,56.61,55.0,28.7,0.554,36.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,CE,Ceará,Nordeste,-5.150656055135779,-38.97398057518474,432,46.97,51.4,28.9,0.395,35.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,DF,Distrito Federal,Centro-Oeste,-15.974765482970374,-48.0271759539114,980,99.18,67.1,26.7,0.538,46.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,ES,Espírito Santo,Sudeste,-18.808930621024167,-40.471705253723755,286,30.93,50.8,22.4,0.612,21.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,GO,Goiás,Centro-Oeste,-15.62176427453513,-49.79864962737312,941,101.06,109.0,28.9,0.568,47.5,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,MA,Maranhão,Nordeste,-5.45198984512819,-45.46830747425291,508,61.16,48.9,28.4,0.417,37.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,MT,Mato Grosso,Centro-Oeste,-13.376976429644115,-55.016243379839075,1248,140.01,53.0,26.3,0.613,54.6,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,MS,Mato Grosso do Sul,Centro-Oeste,-20.86370937697512,-54.72032643783288,1038,109.88,9.3,27.1,0.555,50.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,MG,Minas Gerais,Sudeste,-18.174709872772656,-44.20633028442284,336,30.58,43.2,23.5,0.481,24.3,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,PA,Pará,Norte,-3.854102664868653,-52.60483559696295,1505,249.15,187.6,28.6,0.676,70.0,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,PB,Paraíba,Nordeste,-7.540362941759435,-35.43695892373381,543,51.04,47.6,28.8,0.401,37.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,PR,Paraná,Sul,-24.29078590059374,-52.161672778439886,175,18.64,63.2,21.9,0.481,17.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,PE,Pernambuco,Nordeste,-9.055886593773922,-34.894039317378216,509,57.84,34.4,29.1,0.499,38.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,PI,Piauí,Nordeste,-7.779278205144639,-42.00623278164275,378,48.96,72.3,28.3,0.364,32.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,RJ,Rio de Janeiro,Sudeste,-22.683668445884326,-41.92645477436679,269,27.68,93.6,26.2,0.493,25.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,RN,Rio Grande do Norte,Nordeste,-5.694202043384547,-36.08214949665403,561,59.09,34.2,28.7,0.42,38.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,RS,Rio Grande do Sul,Sul,-29.65671069925249,-53.88905308732974,190,15.52,112.1,21.2,0.567,15.1,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,RO,Rondônia,Norte,-11.474027210577013,-63.35129821386732,1292,188.95,54.5,28.2,0.817,63.3,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,RR,Roraima,Norte,1.7251326080444258,-62.096472596742494,1162,170.97,109.8,26.9,0.692,55.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,SC,Santa Catarina,Sul,-27.37148112012767,-50.633593855833546,195,19.55,78.2,21.1,0.588,16.5,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,SP,São Paulo,Sudeste,-22.089565450994403,-49.08118422112306,256,30.35,69.1,24.9,0.429,24.2,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,SE,Sergipe,Nordeste,-9.897871374249508,-37.87801325684445,461,49.89,30.2,30.4,0.502,38.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,7,2025-07,TO,Tocantins,Norte,-9.598680387335616,-47.88606723320709,1160,152.61,87.7,27.2,0.747,54.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,AC,Acre,Norte,-9.11068259330946,-70.19750333223439,1592,195.37,57.9,29.9,0.742,71.1,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,AL,Alagoas,Nordeste,-9.56976101336488,-36.50625449946399,775,53.51,34.0,29.1,0.542,42.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,AP,Amapá,Norte,1.421909593875281,-51.73101958935599,1622,153.89,155.2,27.8,0.656,61.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,AM,Amazonas,Norte,-3.5694542842750794,-64.68183299834307,1820,189.63,140.4,29.4,0.625,71.1,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,BA,Bahia,Nordeste,-12.295781544138908,-38.84176245104414,708,39.86,52.3,28.1,0.432,37.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,CE,Ceará,Nordeste,-5.422000046691291,-39.61258949552384,722,59.61,22.8,29.1,0.462,42.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,DF,Distrito Federal,Centro-Oeste,-15.873306438034914,-47.699768036525974,1491,119.12,75.9,28.0,0.579,58.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,ES,Espírito Santo,Sudeste,-19.5799162575567,-40.249468598250616,486,30.73,41.9,25.6,0.454,29.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,GO,Goiás,Centro-Oeste,-15.824329167258941,-50.14897878898075,1475,126.0,59.7,28.6,0.589,59.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,MA,Maranhão,Nordeste,-4.645614136210965,-45.56601374406494,888,65.94,47.0,28.0,0.438,43.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,MT,Mato Grosso,Centro-Oeste,-12.384016911598753,-55.21335227856199,1866,158.31,76.9,29.2,0.49,70.0,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,MS,Mato Grosso do Sul,Centro-Oeste,-20.22294463463558,-54.56264101176138,1416,118.06,93.6,28.9,0.496,57.5,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,MG,Minas Gerais,Sudeste,-18.49184114493411,-44.51773544958941,453,28.5,59.3,26.6,0.494,29.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,PA,Pará,Norte,-3.697328641157707,-52.033613241700344,2435,262.73,137.0,28.2,0.816,87.4,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,PB,Paraíba,Nordeste,-6.754731049974457,-35.66028035591793,753,58.19,59.9,30.6,0.487,43.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,PR,Paraná,Sul,-24.381584139079838,-51.8707123216757,264,18.31,100.8,21.7,0.588,17.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,PE,Pernambuco,Nordeste,-8.131576598468541,-35.05619353311574,722,54.04,51.6,29.2,0.503,40.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,PI,Piauí,Nordeste,-7.765353845530312,-41.59491746064184,695,46.8,51.2,27.9,0.485,37.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,RJ,Rio de Janeiro,Sudeste,-22.823310170102605,-43.28523141287414,570,30.74,60.3,26.4,0.593,31.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,RN,Rio Grande do Norte,Nordeste,-6.620650352039107,-36.28969503164425,731,58.5,54.6,30.5,0.363,43.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,RS,Rio Grande do Sul,Sul,-30.330246935163874,-53.55577678125107,260,13.65,80.6,22.5,0.522,18.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,RO,Rondônia,Norte,-10.771179067911612,-63.68830196864869,1971,173.5,87.0,29.3,0.697,73.2,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,RR,Roraima,Norte,1.7849253143387855,-61.21481262745145,1683,127.46,120.9,30.0,0.598,63.6,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,SC,Santa Catarina,Sul,-26.73527338594969,-50.852924538312365,293,16.76,59.2,20.3,0.535,17.2,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,SP,São Paulo,Sudeste,-22.110983466910888,-48.78383536182322,410,26.86,62.2,25.0,0.544,26.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,SE,Sergipe,Nordeste,-10.744149793434822,-37.723701222378864,715,62.94,57.2,29.2,0.484,41.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,8,2025-08,TO,Tocantins,Norte,-10.186455803177488,-48.29012439247681,1710,143.57,132.0,27.4,0.611,61.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,AC,Acre,Norte,-8.96269317609797,-70.43927458746235,1516,145.6,74.5,27.9,0.705,61.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,AL,Alagoas,Nordeste,-9.479980360375425,-36.86423281108558,720,56.02,67.2,30.1,0.406,41.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,AP,Amapá,Norte,1.0544424105535075,-52.255989893840926,1702,162.49,107.9,29.0,0.624,66.6,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,AM,Amazonas,Norte,-3.4578501879366037,-65.78897647470332,1677,159.11,120.2,28.1,0.707,64.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,BA,Bahia,Nordeste,-12.925815368138084,-38.95257444243423,698,53.31,31.3,30.0,0.382,42.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,CE,Ceará,Nordeste,-5.339964671745898,-39.43574683659674,679,52.55,44.9,29.3,0.364,40.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,DF,Distrito Federal,Centro-Oeste,-15.659353896019649,-47.446338117464016,1424,116.07,54.1,29.2,0.494,58.9,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,ES,Espírito Santo,Sudeste,-19.529543491132877,-40.4791452179221,515,30.66,51.5,26.5,0.421,31.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,GO,Goiás,Centro-Oeste,-16.228426147281738,-49.517388654505126,1561,120.86,47.2,28.0,0.525,60.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,MA,Maranhão,Nordeste,-5.472479251677688,-45.941603135083646,819,73.6,59.8,30.5,0.404,46.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,MT,Mato Grosso,Centro-Oeste,-12.692954727081384,-55.90852622076737,1884,159.85,99.7,27.4,0.539,67.3,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,MS,Mato Grosso do Sul,Centro-Oeste,-20.512465744918195,-54.61546335249881,1478,104.5,65.1,27.9,0.516,56.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,MG,Minas Gerais,Sudeste,-17.751358624781105,-44.86657767380371,440,25.67,69.1,27.0,0.507,29.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,PA,Pará,Norte,-3.4574944599656243,-52.39494834728096,2432,218.72,58.0,28.3,0.745,85.0,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,PB,Paraíba,Nordeste,-7.371611246806955,-35.572427217452045,690,53.7,51.6,29.8,0.328,41.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,PR,Paraná,Sul,-24.647499845516897,-51.346100038416914,282,13.3,72.7,22.0,0.576,18.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,PE,Pernambuco,Nordeste,-8.031307814195774,-34.919730712019394,723,43.15,40.7,30.5,0.506,41.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,PI,Piauí,Nordeste,-7.144827423251552,-42.84270985407222,776,51.48,44.8,31.0,0.377,44.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,RJ,Rio de Janeiro,Sudeste,-22.17351308515617,-42.30668487399141,540,26.42,74.6,25.1,0.421,28.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,RN,Rio Grande do Norte,Nordeste,-5.477641900022428,-36.61079531344538,721,45.67,45.4,29.6,0.459,40.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,RS,Rio Grande do Sul,Sul,-30.2877354308939,-53.16389332130149,303,18.09,68.0,20.6,0.515,17.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,RO,Rondônia,Norte,-10.51937361140508,-63.07370367099099,2055,176.69,120.7,29.4,0.763,74.1,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,RR,Roraima,Norte,1.7196009379353159,-61.19729640844586,1708,175.99,161.6,27.8,0.66,65.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,SC,Santa Catarina,Sul,-27.261829533967543,-50.800134813266304,293,16.47,15.7,21.5,0.579,20.1,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,SP,São Paulo,Sudeste,-21.99032247707592,-48.993226905893884,402,21.23,73.2,25.0,0.619,25.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,SE,Sergipe,Nordeste,-10.826071108617985,-36.788345760195476,732,54.34,43.1,30.5,0.439,43.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,9,2025-09,TO,Tocantins,Norte,-10.121377252233655,-47.55465371133877,1792,191.62,91.0,29.1,0.696,71.9,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,AC,Acre,Norte,-8.64551586800287,-70.48294791133206,1118,144.27,72.2,29.1,0.684,56.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,AL,Alagoas,Nordeste,-8.9957849027791,-35.67678014292077,513,63.82,55.7,28.8,0.504,37.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,AP,Amapá,Norte,2.0832060281887337,-52.04111523950651,984,173.24,35.0,29.3,0.649,58.7,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,AM,Amazonas,Norte,-3.460039846585895,-65.82723413694967,1015,173.22,39.0,29.5,0.565,59.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,BA,Bahia,Nordeste,-12.953694094784444,-38.344579378954805,417,58.44,52.5,29.0,0.427,36.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,CE,Ceará,Nordeste,-4.9783356108750665,-39.522079201563095,428,58.56,4.7,29.1,0.402,37.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,DF,Distrito Federal,Centro-Oeste,-15.998291826329194,-47.61634120099425,802,101.17,74.3,28.2,0.527,45.3,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,ES,Espírito Santo,Sudeste,-18.91574361732049,-40.57752507145294,308,31.07,107.6,24.5,0.397,23.5,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,GO,Goiás,Centro-Oeste,-15.678221770839558,-50.35567946952742,913,106.05,63.6,29.5,0.603,49.7,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,MA,Maranhão,Nordeste,-5.497529642033244,-45.44780509930132,516,46.2,34.2,30.4,0.457,38.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,MT,Mato Grosso,Centro-Oeste,-12.313647795165867,-55.56528510113718,1185,156.16,87.4,27.0,0.575,55.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,MS,Mato Grosso do Sul,Centro-Oeste,-20.446562093089284,-54.378904931256194,980,149.65,67.2,28.6,0.518,54.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,MG,Minas Gerais,Sudeste,-17.763304483824857,-44.46295418950442,296,24.65,66.8,26.8,0.524,27.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,PA,Pará,Norte,-4.011508096209678,-52.413735092447666,1634,244.76,78.0,29.1,0.624,75.5,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,PB,Paraíba,Nordeste,-7.598154678757211,-35.600716602678496,503,47.58,63.3,30.1,0.39,37.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,PR,Paraná,Sul,-24.99696668887391,-51.32821864132907,169,17.87,67.6,20.2,0.508,14.9,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,PE,Pernambuco,Nordeste,-7.979145294679754,-35.04206948057944,458,65.25,17.0,30.7,0.417,41.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,PI,Piauí,Nordeste,-7.632454534231527,-42.29783683008432,541,52.52,29.7,30.8,0.423,40.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,RJ,Rio de Janeiro,Sudeste,-22.77507765150643,-42.93259296498715,292,33.47,50.2,25.5,0.503,26.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,RN,Rio Grande do Norte,Nordeste,-5.335195814960206,-36.66012340222796,551,60.37,45.9,29.8,0.413,39.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,RS,Rio Grande do Sul,Sul,-29.59962525411052,-53.630436454383194,180,19.92,57.0,23.1,0.445,19.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,RO,Rondônia,Norte,-10.878058838026108,-63.004772934934486,1271,163.24,96.8,28.0,0.646,58.7,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,RR,Roraima,Norte,1.7326796378328637,-60.750327111779946,1119,174.47,72.5,28.1,0.778,58.3,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,SC,Santa Catarina,Sul,-27.585885068732537,-50.96957215698278,172,17.65,104.3,22.9,0.523,17.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,SP,São Paulo,Sudeste,-22.056541635707326,-48.68092150039833,275,28.87,62.6,26.1,0.589,26.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,SE,Sergipe,Nordeste,-10.48476442853478,-37.47114130521892,421,38.7,52.9,29.6,0.401,34.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,10,2025-10,TO,Tocantins,Norte,-9.275712160714694,-48.427093747167476,1266,178.71,85.7,29.6,0.667,62.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,AC,Acre,Norte,-9.412725924319638,-70.70147085925593,468,83.64,211.6,28.3,0.715,34.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,AL,Alagoas,Nordeste,-10.109981126385016,-36.836220891833925,300,27.85,82.8,29.5,0.441,30.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,AP,Amapá,Norte,1.517443375440183,-51.1353073055196,544,72.88,204.4,28.3,0.729,34.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,AM,Amazonas,Norte,-3.6375655000325913,-64.9741834708585,606,103.72,191.8,27.3,0.698,37.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,BA,Bahia,Nordeste,-12.867757215815827,-38.060566472118154,338,21.71,80.2,28.7,0.502,29.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,CE,Ceará,Nordeste,-6.252671318892816,-39.330087207823276,155,14.98,78.9,29.6,0.394,27.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,DF,Distrito Federal,Centro-Oeste,-16.04921034666405,-47.687077628358566,518,47.57,106.0,26.6,0.616,31.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,ES,Espírito Santo,Sudeste,-18.910754677036483,-40.99076787008102,90,13.94,92.1,24.5,0.52,18.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,GO,Goiás,Centro-Oeste,-16.61135197739683,-50.69718467150956,512,69.83,172.0,27.0,0.628,32.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,MA,Maranhão,Nordeste,-4.765913755809652,-45.29310303707496,345,34.39,105.1,27.7,0.509,29.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,MT,Mato Grosso,Centro-Oeste,-12.463430860265944,-55.96706200729994,695,83.11,92.4,28.4,0.576,41.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,MS,Mato Grosso do Sul,Centro-Oeste,-21.154664220535253,-54.2277763400939,398,79.79,120.8,28.5,0.606,35.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,11,2025-11,MG,Minas Gerais,Sudeste,-17.33132190024652,-44.20745473951994,139,17.72,116.1,23.5,0.559,17.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
